,Diagnosis_(DX),Chief_Sign,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10
1016,aih,elevated liver enzymes,hepatocellular,mild_,dx,,,,,,,
1017,a1at_deficiency,elevated liver enzymes,hepatocellular,mild_,dx,,,,,,,
1018,wilson´s,elevated liver enzymes,hepatocellular,mild_,dx,,,,,,,
1019,others,elevated liver enzymes,hepatocellular,mild_,dx,,,,,,,
1020,cholestatic_disease,elevated liver enzymes,hepatocellular,mild_,dx,,,,,,,
1021,pbc,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1022,psc,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1023,alcoholic_hepatitis,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1024,drugs,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1025,tpn,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1026,sepsis,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1027,infiltrative_sarcoid,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1028,infiltrative_amyloid,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1029,infiltrative_malignacy,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1030,infiltrative_infection,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1031,cirrhosis,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1032,congenital_biliary_atresia,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1033,congenital_alagille_syndrome,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1034,congenital_progressive_familial_intracholestasis,elevated liver enzymes,cholestatic,us-_normal_bile_ducts,dx,,,,,,,
1035,common_bile_duct_stone,elevated liver enzymes,cholestatic,us-dilated_bile_ducts_,dx,,,,,,,
1036,biliary_stricture,elevated liver enzymes,cholestatic,us-dilated_bile_ducts_,dx,,,,,,,
1037,psc,elevated liver enzymes,cholestatic,us-dilated_bile_ducts_,dx,,,,,,,
1038,worms/flukes,elevated liver enzymes,cholestatic,us-dilated_bile_ducts_,dx,,,,,,,
1039,cholangiocarcinoma,elevated liver enzymes,cholestatic,us-dilated_bile_ducts_,dx,,,,,,,
1040,pancreatic_cancer,elevated liver enzymes,cholestatic,us-dilated_bile_ducts_,dx,,,,,,,
1041,others,elevated liver enzymes,cholestatic,us-dilated_bile_ducts_,dx,,,,,,,
1042,right_heart_failure,hepatomegaly,congestive,dx,,,,,,,,
1043,budd-chiari_syndrome,hepatomegaly,congestive,dx,,,,,,,,
1044,constrictive_pericarditis,hepatomegaly,congestive,dx,,,,,,,,
1045,"hepatitis_a,b,c",hepatomegaly,infectious,dx,,,,,,,,
1046,mononucleosis,hepatomegaly,infectious,dx,,,,,,,,
1047,tuberculosis,hepatomegaly,infectious,dx,,,,,,,,
1048,bacterial_cholangitis,hepatomegaly,infectious,dx,,,,,,,,
1049,abscess,hepatomegaly,infectious,dx,,,,,,,,
1050,schistosomiasis,hepatomegaly,infectious,dx,,,,,,,,
1051,alcoholic_hepatitis,hepatomegaly,inflammatory,dx,,,,,,,,
1052,autoimmune_hepatitis,hepatomegaly,inflammatory,dx,,,,,,,,
1053,drug_induced_hepatitis,hepatomegaly,inflammatory,dx,,,,,,,,
1054,sarcoidosis,hepatomegaly,inflammatory,dx,,,,,,,,
1055,histiocytosis_x,hepatomegaly,inflammatory,dx,,,,,,,,
1056,primary_sclerosing_cholangitis,hepatomegaly,inflammatory,dx,,,,,,,,
1057,primary_biliary_cirrhosis,hepatomegaly,inflammatory,dx,,,,,,,,
1058,primary_carcinoma,hepatomegaly,infiltrative,malignant,dx,,,,,,,
1059,metastases,hepatomegaly,infiltrative,malignant,dx,,,,,,,
1060,lymphoma,hepatomegaly,infiltrative,malignant,dx,,,,,,,
1061,leukemia,hepatomegaly,infiltrative,malignant,dx,,,,,,,
1062,polycythemia,hepatomegaly,infiltrative,malignant,dx,,,,,,,
1063,multiple_myeloma,hepatomegaly,infiltrative,malignant,dx,,,,,,,
1064,fatty_liver,hepatomegaly,infiltrative,non-malignant,dx,,,,,,,
1065,cysts,hepatomegaly,infiltrative,non-malignant,dx,,,,,,,
1066,hemochromatosis,hepatomegaly,infiltrative,non-malignant,dx,,,,,,,
1067,wilson´s_disease,hepatomegaly,infiltrative,non-malignant,dx,,,,,,,
1068,amyloidosis,hepatomegaly,infiltrative,non-malignant,dx,,,,,,,
1069,myelofibrosis,hepatomegaly,infiltrative,non-malignant,dx,,,,,,,
1070,hepatocellular,jaundice,hepatic,dx,,,,,,,,
1071,cholestatic_disease,jaundice,hepatic,dx,,,,,,,,
1072,dubin_johnson,jaundice,hepatic,dx,,,,,,,,
1073,hemolysis,jaundice,pre-hepatic,increased_production,dx,,,,,,,
1074,ineffective_erythropoiesis,jaundice,pre-hepatic,increased_production,dx,,,,,,,
1075,hematoma,jaundice,pre-hepatic,increased_production,dx,,,,,,,
1076,sepsis,jaundice,pre-hepatic,decreased_hepatic_uptake,dx,,,,,,,
1077,drugs,jaundice,pre-hepatic,decreased_hepatic_uptake,dx,,,,,,,
1078,gilbert´s_syndrome,jaundice,pre-hepatic,decreased_conjugation,dx,,,,,,,
1079,crigler-najjar_syndromes_(i_and_ii),jaundice,pre-hepatic,decreased_conjugation,dx,,,,,,,
1080,malignacy,jaundice,post-hepatic,biliary_duct_compression,dx,,,,,,,
1081,metastases,jaundice,post-hepatic,biliary_duct_compression,dx,,,,,,,
1082,pancreatitis,jaundice,post-hepatic,biliary_duct_compression,dx,,,,,,,
1083,gallstones,jaundice,post-hepatic,intraductal_obstruction,dx,,,,,,,
1084,biliary_stricture,jaundice,post-hepatic,intraductal_obstruction,dx,,,,,,,
1085,cholangiocarcinoma,jaundice,post-hepatic,intraductal_obstruction,dx,,,,,,,
1086,primary_sclerosing_cholangitis,jaundice,post-hepatic,intraductal_obstruction,dx,,,,,,,
1087,cystadenocarcinoma,liver mass,cystic,malignant,dx,,,,,,,
1088,cyst,liver mass,cystic,benign,simple,dx,,,,,,
1089,polycystic_liver_disease,liver mass,cystic,benign,simple,dx,,,,,,
1090,caroli´s,liver mass,cystic,benign,simple,dx,,,,,,
1091,cystadenoma,liver mass,cystic,benign,complex,proliferative,dx,,,,,
1092,hydatid_cyst,liver mass,cystic,benign,complex,infectious,dx,,,,,
1093,hemangioma,liver mass,solid,benign,proliferative,dx,,,,,,
1094,focal_nodular_hyperplasia,liver mass,solid,benign,proliferative,dx,,,,,,
1095,adenoma,liver mass,solid,benign,proliferative,dx,,,,,,
1096,abscess,liver mass,solid,benign,infectious,dx,,,,,,
1097,hepatocellular_carcinoma,liver mass,solid,malignant,primary_malignacy,dx,,,,,,
1098,cholangiocarcinoma,liver mass,solid,malignant,primary_malignacy,dx,,,,,,
1099,metastases,liver mass,solid,malignant,secondary_malignacy,dx,,,,,,
1100,gerd,mouth disorders,teeth,dx,,,,,,,,
1101,sjögren´s_syndrome,mouth disorders,teeth,dx,,,,,,,,
1102,crohn's_disease,mouth disorders,mucous_membrane,ulcerating,gastrointestinal,dx,,,,,,
1103,ulcerative_colitis,mouth disorders,mucous_membrane,ulcerating,gastrointestinal,dx,,,,,,
1104,nsaids,mouth disorders,mucous_membrane,ulcerating,gastrointestinal,dx,,,,,,
1105,canker_sore,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1106,cold_sore,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1107,anemia,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1108,langerhan´s_cell_histiocytosis,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1109,wegener´s_disease,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1110,sarcoidosis,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1111,drug_induced,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1112,sexually_transmitted_infection,mouth disorders,mucous_membrane,ulcerating,other,dx,,,,,,
1113,gingivitis,mouth disorders,mucous_membrane,non_ulcerating,darker_(red),dx,,,,,,
1114,kawasaki_disease,mouth disorders,mucous_membrane,non_ulcerating,darker_(red),dx,,,,,,
1115,other_gum_disease,mouth disorders,mucous_membrane,non_ulcerating,darker_(red),dx,,,,,,
1116,mucocele,mouth disorders,mucous_membrane,non_ulcerating,darker_(red),dx,,,,,,
1117,allergic_reaction,mouth disorders,mucous_membrane,non_ulcerating,darker_(red),dx,,,,,,
1118,chronic_liver_disease,mouth disorders,mucous_membrane,non_ulcerating,no_colour_change,dx,,,,,,
1119,sjögren´s_syndrome,mouth disorders,mucous_membrane,non_ulcerating,no_colour_change,dx,,,,,,
1120,acromegaly,mouth disorders,mucous_membrane,non_ulcerating,no_colour_change,dx,,,,,,
1121,amyloidosis,mouth disorders,mucous_membrane,non_ulcerating,no_colour_change,dx,,,,,,
1122,psoriaisis,mouth disorders,mucous_membrane,non_ulcerating,no_colour_change,dx,,,,,,
1123,gingival_hyperplasia,mouth disorders,mucous_membrane,non_ulcerating,no_colour_change,dx,,,,,,
1124,dry_mouth,mouth disorders,mucous_membrane,non_ulcerating,no_colour_change,dx,,,,,,
1125,candiadiasis,mouth disorders,mucous_membrane,non_ulcerating,lighter_(white),non-neoplastic,dx,,,,,
1126,linchen_planus,mouth disorders,mucous_membrane,non_ulcerating,lighter_(white),non-neoplastic,dx,,,,,
1127,anemia,mouth disorders,mucous_membrane,non_ulcerating,lighter_(white),non-neoplastic,dx,,,,,
1128,leukoplakia,mouth disorders,mucous_membrane,non_ulcerating,lighter_(white),neoplastic,dx,,,,,
1129,squamous_cel_carcinoma,mouth disorders,mucous_membrane,non_ulcerating,lighter_(white),neoplastic,dx,,,,,
1130,acute_hepatitis,nausea and vomiting,gastrointestinal_disease_,hepatobiliary,dx,,,,,,,
1131,acute_cholecystitis,nausea and vomiting,gastrointestinal_disease_,hepatobiliary,dx,,,,,,,
1132,cholelithiasis,nausea and vomiting,gastrointestinal_disease_,hepatobiliary,dx,,,,,,,
1133,choledocholithiasis,nausea and vomiting,gastrointestinal_disease_,hepatobiliary,dx,,,,,,,
1134,acute_pancreatitis,nausea and vomiting,gastrointestinal_disease_,hepatobiliary,dx,,,,,,,
1135,infectious_gastroenteritis,nausea and vomiting,gastrointestinal_disease_,upper_gastrointestinal_,acute,dx,,,,,,
1136,gastric/duodenal_obstruction,nausea and vomiting,gastrointestinal_disease_,upper_gastrointestinal_,acute,dx,,,,,,
1137,gastric_volvulus,nausea and vomiting,gastrointestinal_disease_,upper_gastrointestinal_,acute,dx,,,,,,
1138,gastroesophageal_reflux_disease,nausea and vomiting,gastrointestinal_disease_,upper_gastrointestinal_,chronic_,dx,,,,,,
1139,peptic_ulcer_disease,nausea and vomiting,gastrointestinal_disease_,upper_gastrointestinal_,chronic_,dx,,,,,,
1140,gastroparesis,nausea and vomiting,gastrointestinal_disease_,upper_gastrointestinal_,chronic_,dx,,,,,,
1141,infectious_gastroenteritis,nausea and vomiting,gastrointestinal_disease_,lower_gastrointestinal,acute,dx,,,,,,
1142,small/large_bowel_obstruction,nausea and vomiting,gastrointestinal_disease_,lower_gastrointestinal,acute,dx,,,,,,
1143,acute_appendicitis,nausea and vomiting,gastrointestinal_disease_,lower_gastrointestinal,acute,dx,,,,,,
1144,mesenteric_ischemia,nausea and vomiting,gastrointestinal_disease_,lower_gastrointestinal,acute,dx,,,,,,
1145,acute_diverticulitis,nausea and vomiting,gastrointestinal_disease_,lower_gastrointestinal,acute,dx,,,,,,
1146,inflammatory_bowel_disease,nausea and vomiting,gastrointestinal_disease_,lower_gastrointestinal,chronic_,dx,,,,,,
1147,colonic_neoplasm,nausea and vomiting,gastrointestinal_disease_,lower_gastrointestinal,chronic_,dx,,,,,,
1148,pregnacy,nausea and vomiting,other_systemic_disease,endocrine/metabolic,dx,,,,,,,
1149,diabetes/dka,nausea and vomiting,other_systemic_disease,endocrine/metabolic,dx,,,,,,,
1150,uremia,nausea and vomiting,other_systemic_disease,endocrine/metabolic,dx,,,,,,,
1151,hypercalcemia,nausea and vomiting,other_systemic_disease,endocrine/metabolic,dx,,,,,,,
1152,addison´s_disease,nausea and vomiting,other_systemic_disease,endocrine/metabolic,dx,,,,,,,
1153,thyroid_disease,nausea and vomiting,other_systemic_disease,endocrine/metabolic,dx,,,,,,,
1154,sepsis,nausea and vomiting,other_systemic_disease,other,dx,,,,,,,
1155,radiation_sickness,nausea and vomiting,other_systemic_disease,other,dx,,,,,,,
1156,acute_myocardial_infarction,nausea and vomiting,other_systemic_disease,other,dx,,,,,,,
1157,chemotherapy,nausea and vomiting,other_systemic_disease,drugs/toxins,dx,,,,,,,
1158,antibiotics,nausea and vomiting,other_systemic_disease,drugs/toxins,dx,,,,,,,
1159,ethanol,nausea and vomiting,other_systemic_disease,drugs/toxins,dx,,,,,,,
1160,carbon_monoxide,nausea and vomiting,other_systemic_disease,drugs/toxins,dx,,,,,,,
1161,heavy_metal,nausea and vomiting,other_systemic_disease,drugs/toxins,dx,,,,,,,
1162,nicotine,nausea and vomiting,other_systemic_disease,drugs/toxins,dx,,,,,,,
1163,hemorrhage,nausea and vomiting,other_systemic_disease,central_nervous_system,high_intracranial_pressure,dx,,,,,,
1164,meningitis,nausea and vomiting,other_systemic_disease,central_nervous_system,high_intracranial_pressure,dx,,,,,,
1165,infarction,nausea and vomiting,other_systemic_disease,central_nervous_system,high_intracranial_pressure,dx,,,,,,
1166,malignacy,nausea and vomiting,other_systemic_disease,central_nervous_system,high_intracranial_pressure,dx,,,,,,
1167,head_trauma,nausea and vomiting,other_systemic_disease,central_nervous_system,high_intracranial_pressure,dx,,,,,,
1168,ear_infection,nausea and vomiting,other_systemic_disease,central_nervous_system,vestibular_(inner_ear),dx,,,,,,
1169,motion_sickness,nausea and vomiting,other_systemic_disease,central_nervous_system,vestibular_(inner_ear),dx,,,,,,
1170,vestibular_migraine,nausea and vomiting,other_systemic_disease,central_nervous_system,vestibular_(inner_ear),dx,,,,,,
1171,méniére´s_disease,nausea and vomiting,other_systemic_disease,central_nervous_system,vestibular_(inner_ear),dx,,,,,,
1172,self-induced_(bulimia),nausea and vomiting,other_systemic_disease,central_nervous_system,psychiatric,dx,,,,,,
1173,cyclic_vomiting,nausea and vomiting,other_systemic_disease,central_nervous_system,psychiatric,dx,,,,,,
1174,psycgogenic,nausea and vomiting,other_systemic_disease,central_nervous_system,psychiatric,dx,,,,,,
1175,"surgery:_anorectal,_prostate,_bowel",stool incontinence,affected_pelvic_floor,trauma/surgery,dx,,,,,,,
1176,pelvic_fracture,stool incontinence,affected_pelvic_floor,trauma/surgery,dx,,,,,,,
1177,pelvic_inflammation,stool incontinence,affected_pelvic_floor,trauma/surgery,dx,,,,,,,
1178,vaginal_delivery,stool incontinence,affected_pelvic_floor,nerve/sphincter,dx,,,,,,,
1179,rectal_prolapse,stool incontinence,affected_pelvic_floor,nerve/sphincter,dx,,,,,,,
1180,severe_hemorrhoid,stool incontinence,affected_pelvic_floor,nerve/sphincter,dx,,,,,,,
1181,congenital_anorectal_malformation,stool incontinence,affected_pelvic_floor,dx,,,,,,,,
1182,stool_impaction_wiht_overflow,stool incontinence,intact_pelvic_floor,chronic_constipation,dx,,,,,,,
1183,encopresis,stool incontinence,intact_pelvic_floor,chronic_constipation,dx,,,,,,,
1184,age-related,stool incontinence,intact_pelvic_floor,neurological_conditions,dx,,,,,,,
1185,neuropathy,stool incontinence,intact_pelvic_floor,neurological_conditions,dx,,,,,,,
1186,multiple_slcerosis,stool incontinence,intact_pelvic_floor,neurological_conditions,dx,,,,,,,
1187,tumors/trauma,stool incontinence,intact_pelvic_floor,neurological_conditions,dx,,,,,,,
1188,inflammatory_bowel_disease,stool incontinence,intact_pelvic_floor,diarrheal_conditions,dx,,,,,,,
1189,irritable_bowel_syndrome,stool incontinence,intact_pelvic_floor,diarrheal_conditions,dx,,,,,,,
1190,chronic_laxative_use,stool incontinence,intact_pelvic_floor,diarrheal_conditions,dx,,,,,,,
1191,stress_and_emotional_problems,stool incontinence,intact_pelvic_floor,dx,,,,,,,,
1192,gastro-esophageal_varices,acute hematemesis/melena,portal_hypertension_(15%),dx,,,,,,,,
1193,zollinger-ellison_syndrome,acute hematemesis/melena,peptic_ulcer_disease_(55%),gastric_acid_hypersecretion,dx,,,,,,,
1194,non-steroidal_anti-inflammatory_drugs,acute hematemesis/melena,peptic_ulcer_disease_(55%),dx,,,,,,,,
1195,stress,acute hematemesis/melena,peptic_ulcer_disease_(55%),dx,,,,,,,,
1196,helicobacter_pylori,acute hematemesis/melena,peptic_ulcer_disease_(55%),dx,,,,,,,,
1197,mallory_weiss_tear,acute hematemesis/melena,other,dx,,,,,,,,
1198,benign_tumor,acute hematemesis/melena,other,tumors,dx,,,,,,,
1199,malignacy,acute hematemesis/melena,other,tumors,dx,,,,,,,
1200,esophagitis/gastritis,acute hematemesis/melena,other,dx,,,,,,,,
1201,colorectal_cancer,lower gastrointestinal bleed,occult_(stool_+_occult_blood_and/or_iron_deficiency_anemia),dx,,,,,,,,
1202,angiodysplasia_(colon_or_small_bowel),lower gastrointestinal bleed,occult_(stool_+_occult_blood_and/or_iron_deficiency_anemia),dx,,,,,,,,
1203,"occult_ugi_bleeding_(ulcer,_esophagitis,_gastritis,_cancer)",lower gastrointestinal bleed,occult_(stool_+_occult_blood_and/or_iron_deficiency_anemia),dx,,,,,,,,
1204,"other:_small_bowel_tumors,_asymptomatic_ibd",lower gastrointestinal bleed,occult_(stool_+_occult_blood_and/or_iron_deficiency_anemia),dx,,,,,,,,
1205,"rule_out_of_brisk_upper_gi_bleed,_diverticular_bleed,",lower gastrointestinal bleed,overt_bleeding,in_patient,dx,,,,,,,
1206,"acute_colitis_(ischemia,_infectious,_inflammatory)",lower gastrointestinal bleed,overt_bleeding,in_patient,dx,,,,,,,
1207,small_bowel_source,lower gastrointestinal bleed,overt_bleeding,in_patient,dx,,,,,,,
1208,angiodysplasia,lower gastrointestinal bleed,overt_bleeding,in_patient,dx,,,,,,,
1209,perineal_disease_(most_common),lower gastrointestinal bleed,overt_bleeding,out_patient,dx,,,,,,,
1210,inflammatory_bowel_disease,lower gastrointestinal bleed,overt_bleeding,out_patient,dx,,,,,,,
1211,colorectal_cancer,lower gastrointestinal bleed,overt_bleeding,out_patient,dx,,,,,,,
1212,dietary,weight gain,increased_intake,dx,,,,,,,,
1213,social/behavioural,weight gain,increased_intake,dx,,,,,,,,
1214,iatrogenic,weight gain,increased_intake,dx,,,,,,,,
1215,sedentary_lifestyle,weight gain,decreased_expediture,dx,,,,,,,,
1216,smoking_cessation,weight gain,decreased_expediture,dx,,,,,,,,
1217,depression,weight gain,neurogenic/genetic,dx,,,,,,,,
1218,dementia,weight gain,neurogenic/genetic,dx,,,,,,,,
1219,hypothalamic_syndrome,weight gain,hypothalamic/pituitary,dx,,,,,,,,
1220,growth_hormone_deficiency,weight gain,hypothalamic/pituitary,dx,,,,,,,,
1221,polycystic_ovarian_syndrome,weight gain,gonadic,dx,,,,,,,,
1222,hypogonadism,weight gain,gonadic,dx,,,,,,,,
1223,cushing´s_disease,weight gain,other_causes_,dx,,,,,,,,
1224,hypothyroidism,weight gain,other_causes_,dx,,,,,,,,
1225,gi_illness_(upper_and_lower),weight loss,decreased_intake,dx,,,,,,,,
1226,"psychiatric_(depression,_eating_disorders)",weight loss,decreased_intake,dx,,,,,,,,
1227,poverty,weight loss,decreased_intake,dx,,,,,,,,
1228,abuse,weight loss,decreased_intake,dx,,,,,,,,
1229,dementia,weight loss,decreased_intake,dx,,,,,,,,
1230,anorexia_as_an_adverse_drug_effect,weight loss,decreased_intake,dx,,,,,,,,
1231,small_bowel_disease,weight loss,malabsorption,dx,,,,,,,,
1232,pancreatic_insufficiency,weight loss,malabsorption,dx,,,,,,,,
1233,cholestatic_liver_disease,weight loss,malabsorption,dx,,,,,,,,
1234,protein-losing_enteropahty,weight loss,malabsorption,dx,,,,,,,,
1235,increased_protein/energy_requirements,weight loss,increased_expediture,dx,,,,,,,,
1236,cancer,weight loss,increased_expediture,dx,,,,,,,,
1237,hyperthyroidims,weight loss,increased_expediture,dx,,,,,,,,
1238,chronic_cardiac/respiratory_distress,weight loss,increased_expediture,dx,,,,,,,,
1239,chronic_renal_failure,weight loss,increased_expediture,dx,,,,,,,,
1240,adrenal_insufficiency,weight loss,increased_expediture,dx,,,,,,,,
1241,poorly_controlled_diabetes_melitus,weight loss,increased_expediture,dx,,,,,,,,
1242,hiv,weight loss,increased_expediture,dx,,,,,,,,
1243,benign_prostatic_hyperplasia,acute kidney injury,post-renal_,dx,,,,,,,,
1244,constipation,acute kidney injury,post-renal_,dx,,,,,,,,
