UID,Diagnosis_(DX),Diagnosis_(DX)_Notes,Page,Type,Chief_Sign,Cheif_Sign_Notes,Clinical_Pearl,General_Notes,Life_Threatening,Definitions,Level_1,Level_1_Notes,Level_2,Level_2_Notes,Level_3,Level_3_Notes,Level_4,Level_4_Notes,Level_5,Level_5_Notes,Level_6,Level_6_Notes,Level_7,Level_7_Notes,Level_8,Level_8_Notes,Level_9,Level_9_Notes,Level_10
nan,factor_v_congenital_deficiency,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,factor_deficiency,nan,congenital,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,factor_ii_congenital_deficiency,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,factor_deficiency,nan,congenital,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fibrinogen_congenital_deficiency,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,factor_deficiency,nan,congenital,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,disseminated_intravascular_coagulation,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,factor_deficiency,nan,acquired,nan,disseminated_intravascular_coagulation,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vitamin_k_deficiency,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,factor_deficiency,nan,acquired,nan,vitamin_k_problem,nan,vitamin_k_deficiency,"(decreases levels of factors ii, vii, ix and protien c+s)",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,coumadin,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,factor_deficiency,nan,acquired,nan,vitamin_k_problem,nan,antagonist,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,liver_disease,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,factor_deficiency,nan,acquired,nan,liver_disease,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,heparin,nan,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,inhibitor,nan,drugs,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,autoantibodies_to_a_clotting_factor_in_the_common_pathway,rare,48,hematologic,"long pt (inr), long ptt",nan,nan,"(pt more sensitive to vitamin k deficiency, therefore pt used for monitoring coumadin therapy (ptt only affected in very severe cases)),(ptt more sensitive to heparin; therefore ptt used for monitoring heparin therapy(pt only affected in very severe cases))",nan,nan,inhibitor,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,congenital_clotting_factor_deficiency-extrinsic_factor,factor vii deficiency,49,hematologic,normal ptt/long pt,nan,nan,nan,nan,nan,sufficient_vitamin_k,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,antibiotics_and_poor_nutrition,nan,49,hematologic,normal ptt/long pt,nan,nan,nan,nan,nan,insufficient_vitamin_k,nan,vitamin_k_deficiency,nan,child/adult,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fat_malabsorption,nan,49,hematologic,normal ptt/long pt,nan,nan,nan,nan,nan,insufficient_vitamin_k,nan,vitamin_k_deficiency,nan,child/adult,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hemorrhagic_disease_of_the_newborn,nan,49,hematologic,normal ptt/long pt,nan,nan,nan,nan,nan,insufficient_vitamin_k,nan,vitamin_k_deficiency,nan,newborn,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,coumadin_(warfarin)_use,nan,49,hematologic,normal ptt/long pt,nan,nan,nan,nan,nan,insufficient_vitamin_k,nan,vitamin_k_antagonist,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,factor_viii_deficiency,hemophilia a,50,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,bleeding_tendency,nan,congenital,nan,x-linked_disorder,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,factor_ix_deficiency,hemophilia b,50,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,bleeding_tendency,nan,congenital,nan,x-linked_disorder,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,factor_xi_deficiency,nan,50,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,bleeding_tendency,nan,congenital,nan,autosomal_recessive_disorder,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,von_willebrand's_disease_with_a_low_factor_viii,nan,50,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,bleeding_tendency,nan,congenital,nan,autosomal_dominant_disorder,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,factor_viii_inhibitor,nan,50,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,bleeding_tendency,nan,acquired,nan,autoantibodies,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,other_factors,rare,50,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,bleeding_tendency,nan,acquired,nan,autoantibodies,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,heparin,nan,50,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,bleeding_tendency,nan,acquired,nan,drugs,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,factor_xii,nan,51,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,no_bleeding_tendency,nan,congenital,intrinsic pathway factor deficiency,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,prekallikrein_(fletcher_factor),nan,51,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,no_bleeding_tendency,nan,congenital,intrinsic pathway factor deficiency,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,high_molecular_weight_kininogen_(fitzgerald_factor),nan,51,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,no_bleeding_tendency,nan,congenital,intrinsic pathway factor deficiency,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,antiphospholipid_antibodies,apla,51,hematologic,long ptt/normal pt,nan,nan,nan,nan,nan,no_bleeding_tendency,nan,acquired,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cirrhosis,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,evidence_of_portal_hypertension_or_coagulopathy,nan,congestive,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,thrombus,"e.g. hepatic, portal, splenic",52,hematologic,splenomegaly,nan,nan,nan,nan,nan,evidence_of_portal_hypertension_or_coagulopathy,nan,congestive,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bacterial,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,viral,ebv,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,parasitic,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fungal,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,amyloidosis,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infiltrative,nan,non-malignant,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gaucher's_disease,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infiltrative,nan,non-malignant,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,glycogen_storage_disease,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infiltrative,nan,non-malignant,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,lymphoma,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infiltrative,nan,malignant,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,leukemia,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infiltrative,nan,malignant,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,myeloproliferative_disorders,"e.g. polycythemia vera, essential thrombocytosis , myelofibrosis",52,hematologic,splenomegaly,nan,nan,nan,nan,nan,infiltrative,nan,malignant,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,systemic_lupus_erythematosus,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,inflamatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,sarcoidosis,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,inflamatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,felty's_disease,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,inflamatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,serum_sickness,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,inflamatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,sickle_cell_disease,children,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,blood_smear_abnormalities,nan,hemolytic_disease,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,talassemia,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,blood_smear_abnormalities,nan,hemolytic_disease,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,congenital_spherocytosis,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,blood_smear_abnormalities,nan,hemolytic_disease,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,acquired_causes,nan,52,hematologic,splenomegaly,nan,nan,nan,nan,nan,blood_smear_abnormalities,nan,hemolytic_disease,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pneumonia,"aspergillus, candida, pneumocystis jirovecii",53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,cellular_defect,nan,cell_mediated_immunity,t-cells affected,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cns_infection,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,cellular_defect,nan,cell_mediated_immunity,t-cells affected,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,aphthous_ulceration,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,cellular_defect,nan,neutropenia_or_neutrophil_dysfunction,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,perirectal_infection,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,cellular_defect,nan,neutropenia_or_neutrophil_dysfunction,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,abscess_formation,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,cellular_defect,nan,neutropenia_or_neutrophil_dysfunction,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,soft_tissue_and_visceral_infection,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,cellular_defect,nan,neutropenia_or_neutrophil_dysfunction,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,periodontal_disease,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,cellular_defect,nan,neutropenia_or_neutrophil_dysfunction,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bacteremia/septic_shock,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,structural_defect,asplenia/hyposplenism,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,encapsulated_bacteria,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,structural_defect,asplenia/hyposplenism,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,encapsulated_bacteriemia,"streptococcus pneumoniae, haemophilus influenzae, neisseria spp",53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,protein_defect,nan,complement_deficiency,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,recurrent_sinusitis,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,protein_defect,nan,hypogammaglobulinemia,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pneumonia,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,protein_defect,nan,hypogammaglobulinemia,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bronchitis,nan,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,protein_defect,nan,hypogammaglobulinemia,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chronic_diarrhea,giardia infection,53,hematologic,fever in the immunocompromised host,nan,nan,nan,nan,nan,protein_defect,nan,hypogammaglobulinemia,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,systemic_lupus_erythematosus,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,systemic_inflammatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,sarcoidosis,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,systemic_inflammatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,rheumatoid_arthritis,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,systemic_inflammatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pseudotumor,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,systemic_inflammatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ebv,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cmv,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hiv,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,tuberculosis,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hepatitis,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,acne,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,other,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,allergy,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,other,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,insect_bites,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,other,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,young_age,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,other,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,acute_lymphoblastic_leukemia,"pancytopenia, wbc differential includes blasts",54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,leukemia,nan,"history_of_bleeding,_infection,_fatigue",nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chronic_lymphocytic_leukemia,cbc with lymphocytes,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,leukemia,nan,"asymptomatic,_age>50",nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,non-hodgkin's_lymphoma,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,monoclonal_lymphocytes_on_biopsy,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hodgkin's_lymphoma,nan,54,hematologic,diffuse lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,reed_sternberg_cells_on_biopsy,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,allergy,nan,55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,inflammatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,acne,nan,55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,inflammatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,insect_bites,nan,55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,inflammatory,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bacterial,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,reactive,nan,infectious,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,non-hodgkin's_lymphoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,stage_i-ii_lymphoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hodgkin's_lymphoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,stage_i-ii_lymphoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nasopharyngeal_carcinoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,metastatic_carcinoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,head-neck_carcinoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,metastatic_carcinoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,thyroid_carcinoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,metastatic_carcinoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,breast_carcinoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,metastatic_carcinoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gi_tract_carcinoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,metastatic_carcinoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,melanoma,"e.g. pharyngitis, cellulitis, lymphadenitis",55,hematologic,localized lymphadenopathy,nan,nan,nan,nan,nan,neoplastic,nan,metastatic_carcinoma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bacterial,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,infection,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,abscess,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,infection,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,viral,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,infection,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,corticosterioids,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,medications,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,lithium,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,medications,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,epinephrine,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,medications,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,solid_tumour,"e.g. lung, bladder, colon",56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,cancer,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,inflammation,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,other,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,tissue_necrosis,nan,56,hematologic,increased neutrophils,nan,nan,nan,nan,nan,reactive_(orderly_wbc_differential),nan,other,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
